ID,Automated,Regression,Section,Section Depth
C41346, Yes, Regular Regression,Send message from template - marketing message,5
C41347, No, Regular Regression,Send message from template - marketing message,5
C41348, Yes, Regular Regression,Send message from template - marketing message,5
C41349, Yes, Regular Regression,Send message from template - marketing message,5
C41350, Yes, Regular Regression,Send message from template - marketing message,5
C41351, Yes, Regular Regression,Send message from template - marketing message,5
C41352, Yes, Regular Regression,Send message from template - marketing message,5
C41353, No, Regular Regression,Send message from template - marketing message,5
C41354, No, Regular Regression,Send message from template - marketing message,5
C41355, Yes, Regular Regression,Send message from template - marketing message,5
C41356, Yes, Regular Regression,Send message from template - marketing message,5
C41357, Yes, Regular Regression,Send message from template - marketing message,5
C41358, Yes, Regular Regression,Send message from template - marketing message,5
C41359, Yes, Regular Regression,Send message from template - marketing message,5
C41360, Yes, Regular Regression,Send message from template - marketing message,5
C41361, Yes, Regular Regression,Send message from template - marketing message,5
C41362, Yes, Regular Regression,Send message from template - marketing message,5
C41363, Yes, Regular Regression,Send message from template - marketing message,5
C41364, Yes, Regular Regression,Send message from template - marketing message,5
C41365, Yes, Regular Regression,Send message from template - marketing message,5
C41366, Yes, Regular Regression,Send message from template - marketing message,5
C41367, Yes, Regular Regression,Send message from template - marketing message,5
C41368, Yes, Regular Regression,Send message from template - marketing message,5
C41369, Yes, Regular Regression,Send message from template - marketing message,5
C41370, Yes, Regular Regression,Send message from template - marketing message,5
C41371, Yes, Regular Regression,Send message from template - marketing message,5
C41372, Yes, Regular Regression,Send message from template - marketing message,5
C35483, No, Regular Regression,Activate,4
C35484, No, Regular Regression,Activate,4
C35485, No, Regular Regression,Activate,4
C35486, No, Regular Regression,Activate,4
C35487, No, Regular Regression,Follow-up,4
C35488, Yes, Regular Regression,Follow-up,4
C35490, No, Regular Regression,Apply tags,4
C35491, No, Regular Regression,Apply tags,4
C35492, No, Regular Regression,Apply tags,4
C35499, Yes, Regular Regression,Change account status,4
C35500, Yes, Regular Regression,Change account status,4
C35502, Yes, Regular Regression,Export,4
C35507, Yes, Regular Regression,Pin customer list,4
C35508, No, Regular Regression,Pin customer list,4
C35503, Yes, Regular Regression,Create customer,4
C41945, Yes, Regular Regression,Create customer,4
C35504, No, Regular Regression,Paging,3
C35505, No, Regular Regression,Paging,3
C35506, No, Regular Regression,Paging,3
C35548, No, Regular Regression,Customer rows,3
C35518, No, Regular Regression,Customer email,5
C35519, No, Regular Regression,Customer email,5
C35520, No, Regular Regression,Customer email,5
C35521, No, Regular Regression,Customer email,5
C35522, No, Regular Regression,Customer email,5
C35523, No, Regular Regression,Customer email,5
C35524, Yes, Regular Regression,Recent invoices,5
C35525, Yes, Regular Regression,Recent invoices,5
C35526, Yes, Regular Regression,Recent invoices,5
C35527, No, Regular Regression,Status,4
C35528, No, Regular Regression,Status,4
C35529, No, Regular Regression,Status,4
C35530, No, Regular Regression,Status,4
C35531, No, Regular Regression,Status,4
C35532, No, Regular Regression,Status,4
C35533, No, Regular Regression,ADP,4
C35534, No, Regular Regression,ADP,4
C35536, No, Regular Regression,Current,4
C35537, No, Regular Regression,Current,4
C35538, No, Regular Regression,Overdue,4
C35539, No, Regular Regression,Overdue,4
C35541, No, Regular Regression,1-30 aging,4
C35542, No, Regular Regression,31-60,4
C35543, No, Regular Regression,61-90,4
C35544, No, Regular Regression,91+,4
C35545, No, Regular Regression,Credits,4
C35546, No, Regular Regression,Unapplied,4
C35547, No, Regular Regression,Balance,4
C39922, Yes, Regular Regression,Blank Listing View,3
C39923, Yes, Regular Regression,Blank Listing View,3
C39924, Yes, Regular Regression,Blank Listing View,3
C39925, Yes, Regular Regression,Blank Listing View,3
C39926, No, Regular Regression,Blank Listing View,3
C39927, Yes, Regular Regression,Blank Listing View,3
C39928, Yes, Regular Regression,Blank Listing View,3
C39929, Yes, Regular Regression,Blank Listing View,3
C39930, Yes, Regular Regression,Blank Listing View,3
C39931, Yes, Regular Regression,Blank Listing View,3
C39932, No, Regular Regression,Blank Listing View,3
C39933, No, Regular Regression,Blank Listing View,3
C39934, No, Regular Regression,Blank Listing View,3
C39935, No, Regular Regression,Blank Listing View,3
C39936, No, Regular Regression,Blank Listing View,3
C39937, No, Regular Regression,Blank Listing View,3
C39938, No, Regular Regression,Blank Listing View,3
C39939, No, Regular Regression,Blank Listing View,3
C39940, No, Regular Regression,Blank Listing View,3
C39941, No, Regular Regression,Blank Listing View,3
C39942, No, Regular Regression,Blank Listing View,3
C39943, No, Regular Regression,Blank Listing View,3
C39944, No, Regular Regression,Blank Listing View,3
C39945, No, Regular Regression,Blank Listing View,3
C39946, No, Regular Regression,Blank Listing View,3
C39947, No, Regular Regression,Blank Listing View,3
C39948, No, Regular Regression,Blank Listing View,3
C39949, No, Regular Regression,Blank Listing View,3
C39950, No, Regular Regression,Blank Listing View,3
C39951, No, Regular Regression,Blank Listing View,3
C39952, No, Regular Regression,Blank Listing View,3
C39953, No, Regular Regression,Blank Listing View,3
C39954, No, Regular Regression,Blank Listing View,3
C39955, No, Regular Regression,Blank Listing View,3
C39956, No, Regular Regression,Blank Listing View,3
C39957, No, Regular Regression,Blank Listing View,3
C39958, No, Regular Regression,Blank Listing View,3
C39959, No, Regular Regression,Blank Listing View,3
C39960, No, Regular Regression,Blank Listing View,3
C39961, No, Regular Regression,Blank Listing View,3
C39962, No, Regular Regression,Blank Listing View,3
C39963, No, Regular Regression,Blank Listing View,3
C37724, No, Regular Regression,C-AR- Supplier Payport Hosted checkout,2
C35740, No, Regular Regression,C-AR - Supplier Customer Detail Page,2
C35741, No, Regular Regression,C-AR - Supplier Customer Detail Page,2
C35742, No, Regular Regression,C-AR - Supplier Customer Detail Page,2
C35744, No, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39626, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39627, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39628, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39629, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39630, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39631, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39632, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39633, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39634, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39635, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39636, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39637, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39638, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39639, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39640, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39641, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39642, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39643, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39644, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39645, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39646, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39647, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39648, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39649, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39650, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39651, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39652, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C39653, Yes, Regular Regression,C-AR - Supplier Customer Detail Page,2
C35629, No, Regular Regression,Divisions,4
C35630, No, Regular Regression,Divisions,4
C35633, No, Regular Regression,Currencies,4
C35634, No, Regular Regression,Currencies,4
C35646, No, Regular Regression,Buttons,3
C35647, No, Regular Regression,Buttons,3
C35648, No, Regular Regression,Buttons,3
C35654, Yes, Regular Regression,Buttons,3
C35751, Yes, Regular Regression,Buttons,3
C35655, Yes, Regular Regression,Buttons,3
C35656, Yes, Regular Regression,Buttons,3
C35657, No, Regular Regression,Buttons,3
C35658, Yes, Regular Regression,Buttons,3
C35659, Yes, Regular Regression,Buttons,3
C35660, Yes, Regular Regression,Buttons,3
C35674, No, Regular Regression,Buttons,3
C35675, Yes, Regular Regression,Buttons,3
C35676, No, Regular Regression,Buttons,3
C35677, Yes, Regular Regression,Buttons,3
C35678, Yes, Regular Regression,Buttons,3
C35679, Yes, Regular Regression,Buttons,3
C35661, No, Regular Regression,Buttons,3
C35662, No, Regular Regression,Buttons,3
C35663, No, Regular Regression,Buttons,3
C35680, Yes, Regular Regression,Buttons,3
C35683, Yes, Regular Regression,Buttons,3
C35681, Yes, Regular Regression,Buttons,3
C35682, Yes, Regular Regression,Buttons,3
C35746, Yes, Regular Regression,Buttons,3
C35748, No, Regular Regression,Buttons,3
C35639, No, Regular Regression,Links,3
C35640, Yes, Regular Regression,Links,3
C35641, Yes, Regular Regression,Links,3
C35642, Yes, Regular Regression,Links,3
C35643, Yes, Regular Regression,Links,3
C35644, No, Regular Regression,Links,3
C35645, Yes, Regular Regression,Links,3
C35649, Yes, Regular Regression,Links,3
C35650, Yes, Regular Regression,Links,3
C35651, Yes, Regular Regression,Links,3
C35652, Yes, Regular Regression,Links,3
C35653, Yes, Regular Regression,Links,3
C35703, Yes, Regular Regression,Links,3
C35684, No, Regular Regression,Metrics,3
C35685, No, Regular Regression,Metrics,3
C35686, Yes, Regular Regression,Metrics,3
C35687, Yes, Regular Regression,Metrics,3
C35688, Yes, Regular Regression,Metrics,3
C35689, Yes, Regular Regression,Metrics,3
C35690, No, Regular Regression,Metrics,3
C35691, Yes, Regular Regression,Metrics,3
C35692, Yes, Regular Regression,Metrics,3
C35693, Yes, Regular Regression,Metrics,3
C35694, Yes, Regular Regression,Metrics,3
C35695, Yes, Regular Regression,Metrics,3
C35696, Yes, Regular Regression,Metrics,3
C35697, Yes, Regular Regression,Metrics,3
C35698, Yes, Regular Regression,Metrics,3
C35699, Yes, Regular Regression,Metrics,3
C35700, Yes, Regular Regression,Metrics,3
C35701, No, Regular Regression,Metrics,3
C35702, No, Regular Regression,Metrics,3
C39714, No, Regular Regression,C-AR - Supplier My Profile Page,2
C39715, No, Regular Regression,C-AR - Supplier My Profile Page,2
C39716, No, Regular Regression,C-AR - Supplier My Profile Page,2
C40958, No, Regular Regression,C-AR - Supplier My Profile Page,2
C40959, No, Regular Regression,C-AR - Supplier My Profile Page,2
C40960, No, Regular Regression,C-AR - Supplier My Profile Page,2
C39654, No, Regular Regression,C-AR - Supplier Company Information Page,2
C39655, No, Regular Regression,C-AR - Supplier Company Information Page,2
C39656, No, Regular Regression,C-AR - Supplier Company Information Page,2
C39657, No, Regular Regression,C-AR - Supplier Company Information Page,2
C39709, No, Regular Regression,C-AR - Supplier My Notifications Page,2
C39710, No, Regular Regression,C-AR - Supplier My Notifications Page,2
C39711, No, Regular Regression,C-AR - Supplier My Notifications Page,2
C39712, No, Regular Regression,C-AR - Supplier My Notifications Page,2
C39713, No, Regular Regression,C-AR - Supplier My Notifications Page,2
C39658, No, Regular Regression,C-AR - Supplier Customer Notifications,2
C39659, No, Regular Regression,C-AR - Supplier Customer Notifications,2
C39735, No, Regular Regression,C-AR- Supplier Supplier Notifications,2
C39736, No, Regular Regression,C-AR- Supplier Supplier Notifications,2
C39737, Yes, Regular Regression,C-AR- Supplier Supplier Notifications,2
C39738, No, Regular Regression,C-AR- Supplier Supplier Notifications,2
C39705, No, Regular Regression,C-AR - Supplier Invoice Settings Page,2
C39706, No, Regular Regression,C-AR - Supplier Invoice Settings Page,2
C39707, No, Regular Regression,C-AR - Supplier Invoice Settings Page,2
C39708, No, Regular Regression,C-AR - Supplier Invoice Settings Page,2
C39683, No, Regular Regression,C-AR - Supplier Email Templates Page,2
C39684, No, Regular Regression,C-AR - Supplier Email Templates Page,2
C39685, No, Regular Regression,C-AR - Supplier Email Templates Page,2
C39686, No, Regular Regression,C-AR - Supplier Email Templates Page,2
C39687, No, Regular Regression,C-AR - Supplier Email Templates Page,2
C39688, No, Regular Regression,C-AR - Supplier Email Templates Page,2
C39689, No, Regular Regression,C-AR - Supplier Email Templates Page,2
C39690, No, Regular Regression,C-AR - Supplier Email Templates Page,2
C39691, No, Regular Regression,C-AR - Supplier Email Templates Page,2
C39692, No, Regular Regression,C-AR - Supplier Email Templates Page,2
C39693, No, Regular Regression,C-AR - Supplier Email Templates Page,2
C39694, No, Regular Regression,C-AR - Supplier Email Templates Page,2
C39695, No, Regular Regression,C-AR - Supplier Email Templates Page,2
C39696, No, Regular Regression,C-AR - Supplier Email Templates Page,2
C39697, No, Regular Regression,C-AR - Supplier Integrations Page,2
C39698, Yes, Regular Regression,C-AR - Supplier Integrations Page,2
C39699, No, Regular Regression,C-AR - Supplier Integrations Page,2
C39700, No, Regular Regression,C-AR - Supplier Integrations Page,2
C39701, No, Regular Regression,C-AR - Supplier Integrations Page,2
C35418, Yes, Regular Regression,C-AR - Supplier Data Sync Page,2
C36325, No, Regular Regression,C-AR - Supplier Tags Page,2
C36326, No, Regular Regression,C-AR - Supplier Tags Page,2
C36327, No, Regular Regression,C-AR - Supplier Tags Page,2
C36328, No, Regular Regression,C-AR - Supplier Tags Page,2
C36329, No, Regular Regression,C-AR - Supplier Tags Page,2
C41870, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41871, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41872, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41873, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41906, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41874, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41875, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41876, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41877, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41878, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41879, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41880, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41881, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41882, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41883, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41884, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41885, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41886, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41887, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41888, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41889, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41890, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41891, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41892, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41893, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41894, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41895, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41896, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41897, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41898, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41899, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41900, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41901, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41902, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41903, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41904, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C41905, No, Regular Regression,C-AR - Supplier Order Listing Page,2
C42612, No, Regular Regression,Order Header Section,3
C42613, No, Regular Regression,Order Header Section,3
C42614, No, Regular Regression,Order Header Section,3
C42615, No, Regular Regression,Order Header Section,3
C42616, No, Regular Regression,Order Header Section,3
C42617, No, Regular Regression,Order Header Section,3
C42883, No, Regular Regression,Order Body Section,3
C42893, No, Regular Regression,Order Body Section,3
C42894, No, Regular Regression,Order Body Section,3
C42895, No, Regular Regression,Order Body Section,3
C42884, No, Regular Regression,Order Body Section,3
C42885, No, Regular Regression,Order Body Section,3
C42886, No, Regular Regression,Order Body Section,3
C43048, No, Regular Regression,Order PDF Section,3
C43049, No, Regular Regression,Order PDF Section,3
C43034, No, Regular Regression,Order Payment Section,3
C43035, No, Regular Regression,Order Payment Section,3
C37316, No, Regular Regression,C-AR - Invoice Templates,2
C39489, No, Regular Regression,C-AR - Invoice Templates,2
C39490, No, Regular Regression,C-AR - Invoice Templates,2
C36534, Yes, Regular Regression,C-AR - Supplier Menu Options,2
C36535, No, Regular Regression,C-AR - Supplier Menu Options,2
C36536, Yes, Regular Regression,C-AR - Supplier Menu Options,2
C36537, No, Regular Regression,C-AR - Supplier Menu Options,2
C36538, No, Regular Regression,C-AR - Supplier Menu Options,2
C36539, No, Regular Regression,C-AR - Supplier Menu Options,2
C36540, Yes, Regular Regression,C-AR - Supplier Menu Options,2
C36541, Yes, Regular Regression,C-AR - Supplier Menu Options,2
C36542, No, Regular Regression,C-AR - Supplier Menu Options,2
C36543, No, Regular Regression,C-AR - Supplier Menu Options,2
C36544, Yes, Regular Regression,C-AR - Supplier Menu Options,2
C36545, Yes, Regular Regression,C-AR - Supplier Menu Options,2
C36546, No, Regular Regression,C-AR - Supplier Menu Options,2
C36547, Yes, Regular Regression,C-AR - Supplier Menu Options,2
C44119, Yes, Regular Regression,Payeezy,3
C44120, Yes, Regular Regression,Payeezy,3
C44121, Yes, Regular Regression,Payeezy,3
C44122, Yes, Regular Regression,Payeezy,3
C44123, Yes, Regular Regression,Payeezy,3
C44457, Yes, Regular Regression,Tpro4,3
C44458, Yes, Regular Regression,Tpro4,3
C44459, No, Feature Regression,Tpro4,3
C44460, No, Feature Regression,Tpro4,3
C44461, No, Feature Regression,Tpro4,3
C39515, Yes, Regular Regression,C-AR - Payment Rules,1
C39516, Yes, Regular Regression,C-AR - Payment Rules,1
C39517, Yes, Regular Regression,C-AR - Payment Rules,1
C39518, Yes, Regular Regression,C-AR - Payment Rules,1
C39519, Yes, Regular Regression,C-AR - Payment Rules,1
C39520, Yes, Regular Regression,C-AR - Payment Rules,1
C39521, Yes, Regular Regression,C-AR - Payment Rules,1
C39522, No, Regular Regression,C-AR - Payment Rules,1
C39523, No, Regular Regression,C-AR - Payment Rules,1
C39524, No, Regular Regression,C-AR - Payment Rules,1
C39525, No, Regular Regression,C-AR - Payment Rules,1
C39526, No, Regular Regression,C-AR - Payment Rules,1
C39527, No, Regular Regression,C-AR - Payment Rules,1
C39528, No, Regular Regression,C-AR - Payment Rules,1
C39529, Yes, Regular Regression,C-AR - Payment Rules,1
C39530, No, Regular Regression,C-AR - Payment Rules,1
C39531, No, Regular Regression,C-AR - Payment Rules,1
C39532, No, Regular Regression,C-AR - Payment Rules,1
C39533, No, Regular Regression,C-AR - Payment Rules,1
C39534, No, Regular Regression,C-AR - Payment Rules,1
C39535, No, Regular Regression,C-AR - Payment Rules,1
C33917, Yes, Regular Regression,C-AR - Invoice Approval,1
C33918, Yes, Regular Regression,C-AR - Invoice Approval,1
C33919, Yes, Regular Regression,C-AR - Invoice Approval,1
C33920, Yes, Regular Regression,C-AR - Invoice Approval,1
C33921, Yes, Regular Regression,C-AR - Invoice Approval,1
C33922, Yes, Regular Regression,C-AR - Invoice Approval,1
C33923, Yes, Regular Regression,C-AR - Invoice Approval,1
C33924, Yes, Regular Regression,C-AR - Invoice Approval,1
C33925, Yes, Regular Regression,C-AR - Invoice Approval,1
C33926, Yes, Regular Regression,C-AR - Invoice Approval,1
C33927, Yes, Regular Regression,C-AR - Invoice Approval,1
C33928, Yes, Regular Regression,C-AR - Invoice Approval,1
C35595, Yes, Regular Regression,Customer/Invoice/Payment Exports,3
C35597, Yes, Regular Regression,Customer/Invoice/Payment Exports,3
C35598, Yes, Regular Regression,Customer/Invoice/Payment Exports,3
C36613, No, Regular Regression,Customized Exports in Supplier Portal,3
C36615, No, Regular Regression,Customized Exports in Supplier Portal,3
C44463, No, Regular Regression,Customized Exports in Supplier Portal,3
C40987, Yes, Regular Regression,Export limitation Expansion,3
C40988, Yes, Regular Regression,Export limitation Expansion,3
C40989,,,Export limitation Expansion,3
C40990, Yes, Regular Regression,Export limitation Expansion,3
C40991,,,Export limitation Expansion,3
C40992, No, No,Export limitation Expansion,3
C40993, No, No,Export limitation Expansion,3
C40994, Yes, Regular Regression,Export limitation Expansion,3
C40995, Yes, Regular Regression,Export limitation Expansion,3
C40996, Yes, Regular Regression,Export limitation Expansion,3
C40997, Yes, Regular Regression,Export limitation Expansion,3
C40998, Yes, Regular Regression,Export limitation Expansion,3
C40999, Yes, Regular Regression,Export limitation Expansion,3
C41000, No, No,Export limitation Expansion,3
C41001, No, No,Export limitation Expansion,3
C41002, No, No,Export limitation Expansion,3
C41004, Yes, Regular Regression,Export limitation Expansion,3
C41005, Yes, Regular Regression,Export limitation Expansion,3
C41006, Yes, Regular Regression,Export limitation Expansion,3
C41007, Yes, Regular Regression,Export limitation Expansion,3
C41008, Yes, Regular Regression,Export limitation Expansion,3
C41003, Yes, Regular Regression,Export limitation Expansion,3
C36047, Yes, Regular Regression,Invoice/Payment Exports,3
C36048, Yes, Regular Regression,Invoice/Payment Exports,3
C36871, No, Regular Regression,Customized Exports in Customer Portal,3
C36877, No, Regular Regression,Customized Exports in Customer Portal,3
C36282, No, Regular Regression,Data sync Exports,2
C36314, No, Regular Regression,Data sync Exports,2
C36315, No, Regular Regression,Data sync Exports,2
C36316, No, Regular Regression,Data sync Exports,2
C36317, No, Regular Regression,Data sync Exports,2
C36318, No, Regular Regression,Data sync Exports,2
C36319, No, Regular Regression,Data sync Exports,2
C37491, No, Regular Regression,Exports Eligibility,2
C36239, Yes, Regular Regression,Full Payment,3
C36240, No, Regular Regression,Full Payment,3
C36241, Yes, Regular Regression,Full Payment,3
C36242, No, Regular Regression,Full Payment,3
C36243, Yes, Regular Regression,Full Payment,3
C36244, No, Regular Regression,Full Payment,3
C36245, Yes, Regular Regression,Full Payment,3
C36246, No, Regular Regression,Full Payment,3
C36283, No, Regular Regression,Full Payment,3
C36284, No, Regular Regression,Full Payment,3
C36285, No, Regular Regression,Full Payment,3
C36286, No, Regular Regression,Full Payment,3
C36287, No, Regular Regression,Full Payment,3
C36288, No, Regular Regression,Full Payment,3
C36289, No, Regular Regression,Full Payment,3
C36290, No, Regular Regression,Full Payment,3
C44397, No, Regular Regression,Full Payment,3
C36247, Yes, Regular Regression,Partial/short Payment,3
C36248, No, Regular Regression,Partial/short Payment,3
C36310, Yes, Regular Regression,Partial/short Payment,3
C36311, No, Regular Regression,Partial/short Payment,3
C36249, No, Regular Regression,Partial/short Payment,3
C36250, No, Regular Regression,Partial/short Payment,3
C36251, No, Regular Regression,Partial/short Payment,3
C36252, No, Regular Regression,Partial/short Payment,3
C36253, No, Regular Regression,Partial/short Payment,3
C36254, No, Regular Regression,Partial/short Payment,3
C36291, No, Regular Regression,Partial/short Payment,3
C36292, No, Regular Regression,Partial/short Payment,3
C36293, No, Regular Regression,Partial/short Payment,3
C36294, No, Regular Regression,Partial/short Payment,3
C36295, No, Regular Regression,Partial/short Payment,3
C36296, No, Regular Regression,Partial/short Payment,3
C36297, No, Regular Regression,Partial/short Payment,3
C36298, No, Regular Regression,Partial/short Payment,3
C36255, No, Regular Regression,Single currency overpay payments,3
C36256, No, Regular Regression,Single currency overpay payments,3
C36257, No, Regular Regression,Single currency overpay payments,3
C36258, No, Regular Regression,Single currency overpay payments,3
C36259, No, Regular Regression,Single currency overpay payments,3
C36260, No, Regular Regression,Single currency overpay payments,3
C36261, No, Regular Regression,Single currency overpay payments,3
C36262, No, Regular Regression,Single currency overpay payments,3
C36299, No, Regular Regression,Single currency overpay payments,3
C36300, No, Regular Regression,Single currency overpay payments,3
C36301, No, Regular Regression,Single currency overpay payments,3
C36302, No, Regular Regression,Single currency overpay payments,3
C36303, No, Regular Regression,Single currency overpay payments,3
C36304, No, Regular Regression,Single currency overpay payments,3
C36305, No, Regular Regression,Single currency overpay payments,3
C36306, No, Regular Regression,Single currency overpay payments,3
C36548, No, Regular Regression,Scheduled Payments,3
C36549, No, Regular Regression,Scheduled Payments,3
C36550, Yes, Regular Regression,Scheduled Payments,3
C36551, No, Regular Regression,Scheduled Payments,3
C36554, No, Regular Regression,Scheduled Payments,3
C36555, No, Regular Regression,Scheduled Payments,3
C36556, No, Regular Regression,Scheduled Payments,3
C36557, No, Regular Regression,Scheduled Payments,3
C36838, No, Regular Regression,Payment with Credits,3
C36839, Yes, Regular Regression,Payment with Credits,3
C36840, Yes, Regular Regression,Payment with Credits,3
C36841, Yes, Regular Regression,Payment with Credits,3
C36842, Yes, Regular Regression,Payment with Credits,3
C36843, Yes, Regular Regression,Payment with Credits,3
C36844, No, Regular Regression,Payment with Credits,3
C39772, Yes, Regular Regression,Payment with Credits,3
C39773, Yes, Regular Regression,Payment with Credits,3
C39774, No, Regular Regression,Payment with Credits,3
C39775, Yes, Regular Regression,Payment with Credits,3
C39776, Yes, Regular Regression,Payment with Credits,3
C39777, Yes, Regular Regression,Payment with Credits,3
C39778, Yes, Regular Regression,Payment with Credits,3
C39779, No, Regular Regression,Payment with Credits,3
C39780, Yes, Regular Regression,Payment with Credits,3
C39781, No, Regular Regression,Payment with Credits,3
C39782, Yes, Regular Regression,Payment with Credits,3
C39783, Yes, Regular Regression,Payment with Credits,3
C39784, Yes, Regular Regression,Payment with Credits,3
C39785, Yes, Regular Regression,Payment with Credits,3
C36926, No, Regular Regression,Autopay,3
C36927, No, Regular Regression,Autopay,3
C36928, Yes, Regular Regression,Autopay,3
C36929, No, Regular Regression,Autopay,3
C36930, No, Regular Regression,Autopay,3
C36933, No, Regular Regression,Autopay,3
C36932, No, Regular Regression,Autopay,3
C36934, No, Regular Regression,Autopay,3
C36936, No, Regular Regression,Autopay,3
C36937, No, Regular Regression,Autopay,3
C36938, No, Regular Regression,Autopay,3
C36939, No, Regular Regression,Autopay,3
C36940, No, Regular Regression,Autopay,3
C36941, No, Regular Regression,Autopay,3
C36942, No, Regular Regression,Autopay,3
C36943, No, Regular Regression,Autopay,3
C37727, Yes, Regular Regression,Initial & Ongoing Payments,3
C37916, No, Regular Regression,Initial & Ongoing Payments,3
C37786, No, Regular Regression,Initial & Ongoing Payments,3
C37787, No, Regular Regression,Initial & Ongoing Payments,3
C37788, No, Regular Regression,Initial & Ongoing Payments,3
C37789, No, Regular Regression,Initial & Ongoing Payments,3
C37790, No, Regular Regression,Initial & Ongoing Payments,3
C37791, No, Regular Regression,Initial & Ongoing Payments,3
C37792, No, Regular Regression,Initial & Ongoing Payments,3
C37917, No, Regular Regression,Initial & Ongoing Payments,3
C37731, No, Regular Regression,Initial & Ongoing Payments,3
C37739, No, Regular Regression,Initial & Ongoing Payments,3
C37740, No, Regular Regression,Initial & Ongoing Payments,3
C37741, No, Regular Regression,Initial & Ongoing Payments,3
C37742, No, Regular Regression,Initial & Ongoing Payments,3
C37743, No, Regular Regression,Initial & Ongoing Payments,3
C37744, No, Regular Regression,Initial & Ongoing Payments,3
C37745, No, Regular Regression,Initial & Ongoing Payments,3
C39764, Yes, Regular Regression,Initial & Ongoing Payments,3
C39765, Yes, Regular Regression,Initial & Ongoing Payments,3
C39766, Yes, Regular Regression,Initial & Ongoing Payments,3
C39767, Yes, Regular Regression,Initial & Ongoing Payments,3
C39768, Yes, Regular Regression,Initial & Ongoing Payments,3
C39769, Yes, Regular Regression,Initial & Ongoing Payments,3
C39770, Yes, Regular Regression,Initial & Ongoing Payments,3
